Name,JudgeName,Region,Province,Locality,Address,PostalCode,PhoneNumbers,Email,Fax,Url
Juzgado de lo Penal nº 21,"CASTILLA VIETSCH, SOFIA PILAR",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. P)",08075,"93 554 98 21, 93 554 86 00",penal21.barcelona@xij.gencat.cat,93 554 99 21,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--21---Barcelona?provincia=08
Juzgado de lo Penal nº 24,"NIÑO JESUS GARCIA, JOSEFINA DEL",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. P)",08075,"93 554 98 24, 93 554 86 00",penal24.barcelona@xij.gencat.cat,93 554 99 24,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--24---Barcelona?provincia=08
Juzgado de lo Penal nº 19,"ROIG TEJEDOR, SALVADOR",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. P)",08075,"93 554 98 19, 93 554 86 00",penal19.barcelona@xij.gencat.cat,93 554 99 19,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--19---Barcelona?provincia=08
Juzgado de lo Penal nº 17,"CODINA ROSSA, MARIA DOLORS",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. P)",08075,"93 554 98 17, 93 554 86 00",penal17.barcelona@xij.gencat.cat,93 554 99 17,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--17---Barcelona?provincia=08
Juzgado de lo Penal nº 25,"MAUREL SANTASUSANA, MARIA LLUISA",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. P)",08075,"93 554 98 25, 93 554 86 00",penal25.barcelona@xij.gencat.cat,93 554 99 25,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--25---Barcelona?provincia=08
Juzgado de lo Penal nº 16,"GUTIERREZ MUÑOZ, SONIA MONSERRATE",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. P)",08075,"93 554 98 16, 93 554 86 00",penal16.barcelona@xij.gencat.cat,93 554 99 16,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--16---Barcelona?provincia=08
Juzgado de lo Penal nº 23,"BALAGUERO BARRIOS, LUISA",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. P)",08075,"93 554 98 23, 93 554 86 00",penal23.barcelona@xij.gencat.cat,93 554 99 23,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--23---Barcelona?provincia=08
Juzgado de Primera Instancia nº 46,"SANCHEZ BELTRAN, JAVIER",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 493 28 67,juzpriminstancia046madrid@madrid.org,91 493 28 69,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--46---Madrid?provincia=28
Juzgado de lo Penal nº 18,"FERNANDEZ BACARIZO, REBECA",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. P)",08075,"93 554 98 18, 93 554 86 00",penal18.barcelona@xij.gencat.cat,93 554 99 18,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--18---Barcelona?provincia=08
Juzgado de Primera Instancia nº 41,"MEDRANO ARANGUREN, ADELAIDA NIEVES",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 493 28 33,juzpriminstancia041madrid@madrid.org,91 493 28 34,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--41---Madrid?provincia=28
Juzgado de lo Penal nº 22,"SALAS DARROCHA, JOSEP TOMAS",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. P)",08075,"93 554 98 22, 93 554 86 00",penal22.barcelona@xij.gencat.cat,93 554 99 22,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--22---Barcelona?provincia=08
Juzgado de Primera Instancia nº 40,"COLLADO MARQUEZ, ANA ISABEL",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 493 28 27,juzpriminstancia040madrid@madrid.org,91 493 28 29,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--40---Madrid?provincia=28
Juzgado de Primera Instancia nº 44,"OCHOA VIZCAINO, MARIA JOSE LORENA",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 493 28 57,juzpriminstancia044madrid@madrid.org,91 493 28 59,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--44---Madrid?provincia=28
Juzgado de Primera Instancia nº 47,"MONTES ROSADO, MARIA DEL ROCIO",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 443 79 85,juzpriminstancia047madrid@madrid.org,91 420 57 16,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--47---Madrid?provincia=28
Juzgado de lo Penal nº 20,"FERNANDEZ PEREZ, MARIA MERCE",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. P)",08075,"93 554 98 20, 93 554 86 00",penal20.barcelona@xij.gencat.cat,93 554 99 20,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--20---Barcelona?provincia=08
Juzgado de Primera Instancia nº 49,"DOMINGO DE LA FUENTE, HORTENSIA",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 443 80 02,juzpriminstancia049madrid@madrid.org,91 580 44 40,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--49---Madrid?provincia=28
Juzgado de Primera Instancia nº 45,"LARA DOMINGUEZ, JUAN ANTONIO",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 493 28 62,juzpriminstancia045madrid@madrid.org,91 493 28 64,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--45---Madrid?provincia=28
Juzgado de Primera Instancia nº 48,"LOPEZ CASTRILLO, MARIA BELEN",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 443 79 82,juzpriminstancia048madrid@madrid.org,91 443 79 70,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--48---Madrid?provincia=28
Juzgado de Vigilancia Penitenciaria nº 5,"ARNAU SALA, MARIA JESUS",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. I)",08075,"93 554 86 41, 93 554 86 00",vigilancia.penitenciaria5.barcelona@xij.gencat.cat,93 554 87 49,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Vigilancia-Penitenciaria-n--5---Barcelona?provincia=08
Juzgado de lo Penal nº 26,"FALIP IBARZ, MARIA ANGELES",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. P)",08075,"93 554 98 68, 93 554 86 00",penal26.barcelona@xij.gencat.cat,93 554 98 78,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--26---Barcelona?provincia=08
Juzgado de lo Penal nº 27,"BENLLOCH PETIT, GUILLERMO",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. P)",08075,"93 554 98 69, 93 554 86 00",penal27.barcelona@xij.gencat.cat,93 554 98 75,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--27---Barcelona?provincia=08
Juzgado de Menores nº 2,"GONZALEZ GARCIA, RAMON",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. F)",08075,"93 554 91 02, 93 554 86 00",menors2.barcelona@xij.gencat.cat,93 554 92 02,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Menores-n--2---Barcelona?provincia=08
Juzgado de Vigilancia Penitenciaria nº 2,"GONZALEZ GONZALEZ, MARIA JOSE",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. I)",08075,"93 554 86 39, 93 554 86 00",vigilancia.penitenciaria2.barcelona@xij.gencat.cat,93 554 87 39,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Vigilancia-Penitenciaria-n--2---Barcelona?provincia=08
Juzgado de lo Penal nº 28,"YAÑEZ VELASCO, RICARDO",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. P)",08075,"93 554 97 48, 93 554 86 00",penal28.barcelona@xij.gencat.cat,93 554 97 58,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--28---Barcelona?provincia=08
Juzgado de Primera Instancia nº 52,"MERINO MELARA, ANA MERCEDES",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,"91 493 70 95, 91 493 70 96",juzpriminstancia052madrid@madrid.org,91 493 70 98,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--52---Madrid?provincia=28
Juzgado de Primera Instancia nº 54,"HERNANDEZ PRESAS, ARTURO",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,"91 493 08 56, 91 493 08 57",juzpriminstancia054madrid@madrid.org,91 493 08 55,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--54---Madrid?provincia=28
Juzgado de Vigilancia Penitenciaria nº 6,"FARRE DIAZ, ESTEBAN",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. I)",08075,"93 554 88 86, 93 554 86 00",vigilancia.penitenciaria6.barcelona@xij.gencat.cat,93 554 89 66,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Vigilancia-Penitenciaria-n--6---Barcelona?provincia=08
Juzgado de Vigilancia Penitenciaria nº 4,"MARTIN GARCIA, MARIA DEL PRADO",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. I)",08075,"93 554 86 40, 93 554 86 00",vigilancia.penitenciaria4.barcelona@xij.gencat.cat,93 554 87 41,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Vigilancia-Penitenciaria-n--4---Barcelona?provincia=08
Juzgado de Primera Instancia nº 50,"CAMPESINO TEMPRANO, MARIA DEL ROSARIO",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,"91 493 68 40, 91 493 68 41",juzpriminstancia050madrid@madrid.org,91 493 68 39,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--50---Madrid?provincia=28
Juzgado de Primera Instancia nº 51,"GARCIA MORENO, MARIA LUISA",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,"91 443 89 96, 91 443 89 97",juzpriminstancia051madrid@madrid.org,91 542 81 18,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--51---Madrid?provincia=28
Juzgado de Primera Instancia nº 56,"LLEDO FERNANDEZ, ANA CRISTINA",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 493 08 60,juzpriminstancia056madrid@madrid.org,91 493 08 61,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--56---Madrid?provincia=28
Juzgado de Primera Instancia nº 58,"VILLA CUESTA, CRISTINA",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 493 08 67,juzpriminstancia058madrid@madrid.org,91 493 08 66,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--58---Madrid?provincia=28
Juzgado de Menores nº 1,"GUITART PEÑAFIEL, MARIA SAGRARIO",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. F)",08075,"93 554 91 01, 93 554 86 00",menors1.barcelona@xij.gencat.cat,93 554 92 01,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Menores-n--1---Barcelona?provincia=08
Juzgado de Primera Instancia nº 55,"SERRANO POZUELO, MARIA ISABEL",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 493 08 58,juzpriminstancia055madrid@madrid.org,91 493 08 30,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--55---Madrid?provincia=28
Juzgado de Primera Instancia nº 53,"IGUACEL PEREZ, ANA MARIA",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 493 08 52,juzpriminstancia053madrid@madrid.org,91 493 08 53,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--53---Madrid?provincia=28
Juzgado de Primera Instancia nº 57,"JIMENEZ GARCIA, MARIA",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 493 08 47,juzpriminstancia057madrid@madrid.org,91 493 08 64,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--57---Madrid?provincia=28
Juzgado de Vigilancia Penitenciaria nº 1,"MONCADA ARIZA, JESUS IGNACIO",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. I)",08075,"93 554 86 38, 93 554 86 00",vigilancia.penitenciaria1.barcelona@xij.gencat.cat,93 554 87 38,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Vigilancia-Penitenciaria-n--1---Barcelona?provincia=08
Juzgado de Primera Instancia nº 59,"BALSEIRO DIEGUEZ, MARIA VICTORIA",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 493 08 69,juzpriminstancia059madrid@madrid.org,91 493 08 31,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--59---Madrid?provincia=28
Juzgado de Primera Instancia e Instrucción nº 2,"FABRA MEYA, GEMMA",Cataluña,Barcelona,Berga,"C/ Programari Lliure, 5",08600,"93 821 68 52, 93 821 41 63",mixt2.berga@xij.gencat.cat,93 822 22 33,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Berga?provincia=08
Juzgado de Menores nº 4,"MARIÑOSA PEIRET, RAMON",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. F)",08075,"93 554 91 04, 93 554 86 00",menors4.barcelona@xij.gencat.cat,93 554 92 04,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Menores-n--4---Barcelona?provincia=08
Juzgado de Primera Instancia nº 64,"LOPEZ MANZANARES, MARIA GLADYS",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 493 08 48,juzpriminstancia064madrid@madrid.org,91 493 08 50,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--64?provincia=28
Juzgado de Menores nº 6,"CUADRA ABETI, ANA AURORA",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. F)",08075,"93 554 91 06, 93 554 86 00",menors6.barcelona@xij.gencat.cat,93 554 92 06,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Menores-n--6---Barcelona?provincia=08
Juzgado de Primera Instancia nº 67,"DIEZ PEREZ-CABALLERO, MARTA",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 493 28 72,juzpriminstancia067madrid@madrid.org,91 493 28 76,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--67?provincia=28
Juzgado de Menores nº 3,"GARCIA ESTEBAN, MARIANO DAVID",Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. F)",08075,"93 554 91 03, 93 554 86 00",menors3.barcelona@xij.gencat.cat,93 554 92 03,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Menores-n--3---Barcelona?provincia=08
Juzgado de Primera Instancia nº 62,"HERNANDEZ LLOREDA, MARIA MANUELA",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 493 08 77,juzpriminstancia062madrid@madrid.org,91 493 08 78,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--62?provincia=28
Juzgado de Primera Instancia nº 65,"MARICALVA ARRANZ, HORTENSIA ALMUDENA",Madrid,Madrid,Madrid,"C/ Ventura Rodríguez, 7",28008,"91 443 86 67, 91 443 86 77",juzpriminstancia065madrid@madrid.org,91 559 24 68,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--65?provincia=28
Juzgado de Primera Instancia nº 66,"VILLANUEVA CABRER, VIRGINIA",Madrid,Madrid,Madrid,"C/ Francisco Gervás, 10",28020,91 493 62 97,juzpriminstancia066madrid@madrid.org,91 493 62 98,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--66?provincia=28
Juzgado de Primera Instancia e Instrucción nº 1,"AUBAREDA DALMAU, LAIA",Cataluña,Barcelona,Berga,"C/ Programari Lliure, 5",08600,"93 821 68 51, 93 821 41 63",mixt1.berga@xij.gencat.cat,93 822 25 27,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Berga?provincia=08
Registro Civil nº 2,"LEAL PERALVO, FRANCISCO ANTONIO",Cataluña,Barcelona,Barcelona,"Pl. Duc de Medinaceli, 2",08002,"93 412 04 74, 93 567 26 50",,93 342 61 71,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Registro-Civil-n--2---Barcelona?provincia=08
Registro Civil nº 1,"ALLER REYERO, MARIA ISABEL",Cataluña,Barcelona,Barcelona,"Pl. Duc de Medinaceli, 2",08002,"93 412 04 74, 93 317 00 18",,93 412 66 45,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Registro-Civil-n--1---Barcelona?provincia=08
Juzgado de Primera Instancia nº 63,"CUESTA PERALTA, MARIA EUGENIA",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 493 08 79,juzpriminstancia063madrid@madrid.org,91 493 08 80,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--63?provincia=28
Juzgado de Primera Instancia nº 69,"LOPEZ FRAGO, BEATRIZ",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 493 28 86,juzpriminstancia069madrid@madrid.org,91 493 28 90,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--69?provincia=28
Registro Civil nº 3,"CONESA SANCHEZ, MARIA DEL CARMEN",Cataluña,Barcelona,Barcelona,"Pl. Duc de Medinaceli, 3",08002,"93 412 04 74, 93 270 12 11",,93 412 66 45,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Registro-Civil-n--3---Barcelona?provincia=08
Juzgado de Primera Instancia nº 68,"MAULEON ALVAREZ DE LINERA, JAVIER",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 493 28 79,juzpriminstancia068madrid@madrid.org,91 493 28 83,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--68?provincia=28
Juzgado de Menores nº 5,,Cataluña,Barcelona,Barcelona,"Gran Via de les Corts Catalanes, 111 (Edif. F)",08075,"93 554 91 05, 93 554 86 00",menors5.barcelona@xij.gencat.cat,93 554 92 05,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Menores-n--5---Barcelona?provincia=08
Juzgado de Primera Instancia nº 60,"BROTO CARTAGENA, JESUS ANTONIO",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 493 08 72,juzpriminstancia060madrid@madrid.org,91 493 08 71,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--60---Madrid?provincia=28
Juzgado de Primera Instancia e Instrucción nº 1,"GONZALEZ IBARBUREN, JORGE",Cataluña,Barcelona,Cornellà de Llobregat,"Can Rosés, 1-3",08940,"93 551 70 10, 93 551 70 00",mixt1.cornella@xij.gencat.cat,93 551 70 34,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Cornella-de-Llobregat?provincia=08
Juzgado de Primera Instancia nº 79,,Madrid,Madrid,Madrid,"C/ Francisco Gervás, 10",28020,"91 493 61 55, 91 493 61 56",juzpriminstancia079madrid@madrid.org,91 493 61 54,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--79?provincia=28
Juzgado de Primera Instancia nº 73,"HERRANZ VARELA, INES",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 493 29 88,juzpriminstancia073madrid@madrid.org,91 493 29 90,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--73?provincia=28
Juzgado de Primera Instancia e Instrucción nº 1,,Cataluña,Barcelona,Gavà,"Plaça Batista i Roca, s/n",08850,93 635 24 27,mixt1.gava@xij.gencat.cat,93 638 49 45,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Gava?provincia=08
Juzgado de Primera Instancia nº 71,"CASTRO MARTINEZ, ANTONIO",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 493 29 00,juzpriminstancia071madrid@madrid.org,91 493 29 04,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--71?provincia=28
Juzgado de Primera Instancia nº 77,"BELA RODRIGUEZ DE ZABALETA, MARIA PALOMA",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 493 08 26,juzpriminstancia077madrid@madrid.org,91 493 08 28,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--77?provincia=28
Juzgado de Primera Instancia nº 75,"RISUEÑO ARCAS, MARIA ALICIA",Madrid,Madrid,Madrid,"C/ Francisco Gervás, 10",28020,"91 493 62 28, 91 493 62 30",juzpriminstancia075madrid@madrid.org,91 493 62 57,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--75?provincia=28
Juzgado de Primera Instancia nº 76,"VARELA COUCEIRO, MARIA DOLORES",Madrid,Madrid,Madrid,"C/ Francisco Gervás, 10",28020,"91 493 62 39, 91 493 62 40",juzpriminstancia076madrid@madrid.org,91 493 62 56,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--76?provincia=28
Juzgado de Primera Instancia nº 74,"CASTAÑO AGUIRRE, AMAIA",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 493 29 96,juzpriminstancia074madrid@madrid.org,91 493 29 98,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--74?provincia=28
Juzgado de Primera Instancia nº 70,"ARANGUENA PAZOS, BORJA",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 493 28 93,juzpriminstancia070madrid@madrid.org,91 493 28 97,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--70?provincia=28
Juzgado de Primera Instancia e Instrucción nº 3,"MALLEN GALINDO, ANDREA",Cataluña,Barcelona,Gavà,"Plaça Batista i Roca, s/n",08850,93 635 24 26,mixt3.gava@xij.gencat.cat,93 638 49 73,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--3---Gava?provincia=08
Juzgado de Primera Instancia e Instrucción nº 2,"HERRERA PINACHO, SILVIA",Cataluña,Barcelona,Gavà,"Plaça Batista i Roca, s/n",08850,93 635 24 23,mixt2.gava@xij.gencat.cat,93 662 22 85,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Gava?provincia=08
Juzgado de Primera Instancia e Instrucción nº 1,"RAMON COMPANY, BERNAT",Cataluña,Barcelona,Esplugues de Llobregat,"C/ Tomás Bretón, 32-34",08950,"93 371 42 01, 93 372 31 85",mixt1.esplugues@xij.gencat.cat,93 473 74 14,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Esplugues-de-Llobregat?provincia=08
Juzgado de Primera Instancia e Instrucción nº 2,"JUBERIAS MELENDEZ, MARCO JESUS",Cataluña,Barcelona,Esplugues de Llobregat,"C/ Tomás Bretón, 32-34",08950,"93 473 64 52, 93 372 31 85",mixt2.esplugues@xij.gencat.cat,93 473 64 92,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Esplugues-de-Llobregat?provincia=08
Juzgado de Primera Instancia e Instrucción nº 4,,Cataluña,Barcelona,Gavà,"Plaça Batista i Roca, s/n",08850,93 635 24 29,mixt4.gava@xij.gencat.cat,93 662 73 87,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--4---Gava?provincia=08
Juzgado de Primera Instancia e Instrucción nº 3,"MARIN RUZ, ANDRES RAFAEL",Cataluña,Barcelona,Esplugues de Llobregat,"C/ Tomás Bretón, 32-34",08950,"93 553 85 90, 93 372 31 85",mixt3.esplugues@xij.gencat.cat,93 553 85 95,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--3---Esplugues-de-Llobregat?provincia=08
Juzgado de Primera Instancia e Instrucción nº 3,"ARANDA OLAYA, ANNA",Cataluña,Barcelona,Cornellà de Llobregat,"Can Rosés, 1-3",08940,"93 551 70 30, 93 551 70 00",mixt3.cornella@xij.gencat.cat,93 551 70 34,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--3---Cornella-de-Llobregat?provincia=08
Juzgado de Primera Instancia e Instrucción nº 2,"BARREDA PARRA, ALEJANDRO",Cataluña,Barcelona,Cornellà de Llobregat,"Can Rosés, 1-3",08940,"93 551 70 20, 93 551 70 00",mixt2.cornella@xij.gencat.cat,93 551 70 01,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Cornella-de-Llobregat?provincia=08
